Source;Target;Type;Label
28;24;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
28;25;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
28;26;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
28;27;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
29;24;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
29;25;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
29;26;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
29;27;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
29;28;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
30;24;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
30;25;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
30;26;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
30;27;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
30;28;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
30;29;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
31;24;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
31;25;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
31;26;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
31;27;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
31;28;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
31;29;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
31;30;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
32;24;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
32;25;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
32;26;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
32;27;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
32;28;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
32;29;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
32;30;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
32;31;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
32;33;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
33;24;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
33;25;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
33;26;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
33;27;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
33;28;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
33;29;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
33;30;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
33;31;Directed;Review of the Basic Technology of Big Data on Analysis and Storage Applied in Power Grids
35;34;Directed;Critical Success Factors for Big Data: A Systematic Literature Review
35;36;Directed;Critical Success Factors for Big Data: A Systematic Literature Review
36;34;Directed;Critical Success Factors for Big Data: A Systematic Literature Review
37;38;Directed;Big Data Modelling for Predicting Side-Effects of Anticancer Drugs: A Comprehensive Approach
40;39;Directed;Privacy and security in the big data paradigm
40;41;Directed;Privacy and security in the big data paradigm
40;39;Directed;Hidden big data analytics issues in the healthcare industry
41;39;Directed;Privacy and security in the big data paradigm
43;42;Directed;An Intelligent Visual Big Data Analytics Framework for Supporting Interactive Exploration and Visualization of Big OLAP Cubes
44;42;Directed;An Intelligent Visual Big Data Analytics Framework for Supporting Interactive Exploration and Visualization of Big OLAP Cubes
44;43;Directed;An Intelligent Visual Big Data Analytics Framework for Supporting Interactive Exploration and Visualization of Big OLAP Cubes
44;45;Directed;An Intelligent Visual Big Data Analytics Framework for Supporting Interactive Exploration and Visualization of Big OLAP Cubes
45;42;Directed;An Intelligent Visual Big Data Analytics Framework for Supporting Interactive Exploration and Visualization of Big OLAP Cubes
45;43;Directed;An Intelligent Visual Big Data Analytics Framework for Supporting Interactive Exploration and Visualization of Big OLAP Cubes
46;47;Directed;Big Data Application and its Impact on Education
50;49;Directed;Big data monetization throughout Big Data Value Chain: a comprehensive review
50;49;Directed;An Adaptable Big Data Value Chain Framework for End-to-End Big Data Monetization
51;49;Directed;Big data monetization throughout Big Data Value Chain: a comprehensive review
51;50;Directed;Big data monetization throughout Big Data Value Chain: a comprehensive review
51;52;Directed;Big data monetization throughout Big Data Value Chain: a comprehensive review
51;49;Directed;An Adaptable Big Data Value Chain Framework for End-to-End Big Data Monetization
51;50;Directed;An Adaptable Big Data Value Chain Framework for End-to-End Big Data Monetization
51;52;Directed;An Adaptable Big Data Value Chain Framework for End-to-End Big Data Monetization
52;49;Directed;Big data monetization throughout Big Data Value Chain: a comprehensive review
52;50;Directed;Big data monetization throughout Big Data Value Chain: a comprehensive review
52;49;Directed;An Adaptable Big Data Value Chain Framework for End-to-End Big Data Monetization
52;50;Directed;An Adaptable Big Data Value Chain Framework for End-to-End Big Data Monetization
53;54;Directed;A Comparative Study of Static Law and Dynamic Law in the Context of Big Data
55;56;Directed;Big Data Security Challenges and Preventive Solutions
58;57;Directed;Impacts of Big-Data Technologies in Enhancing CRM Performance
58;59;Directed;Impacts of Big-Data Technologies in Enhancing CRM Performance
59;57;Directed;Impacts of Big-Data Technologies in Enhancing CRM Performance
63;60;Directed;Exploration on the Construction of Sharing Platform of Power Big Data Application
63;61;Directed;Exploration on the Construction of Sharing Platform of Power Big Data Application
63;62;Directed;Exploration on the Construction of Sharing Platform of Power Big Data Application
63;64;Directed;Exploration on the Construction of Sharing Platform of Power Big Data Application
64;60;Directed;Exploration on the Construction of Sharing Platform of Power Big Data Application
64;61;Directed;Exploration on the Construction of Sharing Platform of Power Big Data Application
64;62;Directed;Exploration on the Construction of Sharing Platform of Power Big Data Application
64;60;Directed;Federated Learning in Big Data Application and Sharing
64;61;Directed;Federated Learning in Big Data Application and Sharing
64;664;Directed;Federated Learning in Big Data Application and Sharing
66;65;Directed;Big Data Science on COVID-19 Data
66;65;Directed;Temporal Data Analytics on COVID-19 Data with Ubiquitous Computing
67;65;Directed;Big Data Science on COVID-19 Data
67;66;Directed;Big Data Science on COVID-19 Data
67;68;Directed;Big Data Science on COVID-19 Data
67;66;Directed;Temporal Data Analytics on COVID-19 Data with Ubiquitous Computing
67;65;Directed;Temporal Data Analytics on COVID-19 Data with Ubiquitous Computing
67;522;Directed;Temporal Data Analytics on COVID-19 Data with Ubiquitous Computing
68;65;Directed;Big Data Science on COVID-19 Data
68;66;Directed;Big Data Science on COVID-19 Data
69;70;Directed;A Conceptual Framework for Big Data Governance
72;71;Directed;Big Data: Current Challenges and Future Scope
72;73;Directed;Big Data: Current Challenges and Future Scope
73;71;Directed;Big Data: Current Challenges and Future Scope
75;74;Directed;Conceptualizing big data practices
75;76;Directed;Conceptualizing big data practices
76;74;Directed;Conceptualizing big data practices
77;78;Directed;Exploration on Big Data Education for Computer majors in Applied Colleges and Universities
81;80;Directed;A Cross-Domain Comparative Study of Big Data Architectures
81;82;Directed;A Cross-Domain Comparative Study of Big Data Architectures
82;80;Directed;A Cross-Domain Comparative Study of Big Data Architectures
82;80;Directed;Big Data Processing Tools Navigation Diagram
82;199;Directed;Big Data Processing Tools Navigation Diagram
82;201;Directed;Big Data Processing Tools Navigation Diagram
84;83;Directed;Privacy Gaps for Digital Cardiology Data Big Problems With Big Data
84;85;Directed;Privacy Gaps for Digital Cardiology Data Big Problems With Big Data
85;83;Directed;Privacy Gaps for Digital Cardiology Data Big Problems With Big Data
87;86;Directed;Big Data for Creating and Capturing Value in the Digitalized Environment: Unpacking the Effects of Volume, Variety, and Veracity on Firm Performance*
88;86;Directed;Big Data for Creating and Capturing Value in the Digitalized Environment: Unpacking the Effects of Volume, Variety, and Veracity on Firm Performance*
88;87;Directed;Big Data for Creating and Capturing Value in the Digitalized Environment: Unpacking the Effects of Volume, Variety, and Veracity on Firm Performance*
88;89;Directed;Big Data for Creating and Capturing Value in the Digitalized Environment: Unpacking the Effects of Volume, Variety, and Veracity on Firm Performance*
89;86;Directed;Big Data for Creating and Capturing Value in the Digitalized Environment: Unpacking the Effects of Volume, Variety, and Veracity on Firm Performance*
89;87;Directed;Big Data for Creating and Capturing Value in the Digitalized Environment: Unpacking the Effects of Volume, Variety, and Veracity on Firm Performance*
90;91;Directed;Big Data Challenges and Issues: A Review
92;93;Directed;Big data for small and medium-sized enterprises (SME): a knowledge management model
96;94;Directed;Big Data Usage in European Countries: Cluster Analysis Approach
96;95;Directed;Big Data Usage in European Countries: Cluster Analysis Approach
96;98;Directed;Big Data Usage in European Countries: Cluster Analysis Approach
97;94;Directed;Big Data Usage in European Countries: Cluster Analysis Approach
97;95;Directed;Big Data Usage in European Countries: Cluster Analysis Approach
97;96;Directed;Big Data Usage in European Countries: Cluster Analysis Approach
97;98;Directed;Big Data Usage in European Countries: Cluster Analysis Approach
101;99;Directed;General Big Data Architecture and Methodology: An Analysis Focused Framework
101;100;Directed;General Big Data Architecture and Methodology: An Analysis Focused Framework
101;103;Directed;General Big Data Architecture and Methodology: An Analysis Focused Framework
102;99;Directed;General Big Data Architecture and Methodology: An Analysis Focused Framework
102;100;Directed;General Big Data Architecture and Methodology: An Analysis Focused Framework
102;101;Directed;General Big Data Architecture and Methodology: An Analysis Focused Framework
102;103;Directed;General Big Data Architecture and Methodology: An Analysis Focused Framework
105;104;Directed;Virtual technology of cache and real-time big data distribution in cloud computing big data center
105;106;Directed;Virtual technology of cache and real-time big data distribution in cloud computing big data center
106;104;Directed;Virtual technology of cache and real-time big data distribution in cloud computing big data center
108;107;Directed;A Review Paper on the Application of Big Data by Banking Institutions and Related Ethical Issues and Responses
109;107;Directed;A Review Paper on the Application of Big Data by Banking Institutions and Related Ethical Issues and Responses
109;108;Directed;A Review Paper on the Application of Big Data by Banking Institutions and Related Ethical Issues and Responses
109;110;Directed;A Review Paper on the Application of Big Data by Banking Institutions and Related Ethical Issues and Responses
110;107;Directed;A Review Paper on the Application of Big Data by Banking Institutions and Related Ethical Issues and Responses
110;108;Directed;A Review Paper on the Application of Big Data by Banking Institutions and Related Ethical Issues and Responses
113;112;Directed;Research on Two-way Integration Business Process Reengineering under Big Data
113;114;Directed;Research on Two-way Integration Business Process Reengineering under Big Data
114;112;Directed;Research on Two-way Integration Business Process Reengineering under Big Data
116;115;Directed;A Systematic Review of Healthcare Big Data
116;117;Directed;A Systematic Review of Healthcare Big Data
117;115;Directed;A Systematic Review of Healthcare Big Data
119;118;Directed;Big Data and Query Optimization Techniques
119;120;Directed;Big Data and Query Optimization Techniques
120;118;Directed;Big Data and Query Optimization Techniques
122;121;Directed;A parallel multi-objective swarm intelligence framework for Big Data analysis
123;121;Directed;A parallel multi-objective swarm intelligence framework for Big Data analysis
123;122;Directed;A parallel multi-objective swarm intelligence framework for Big Data analysis
123;124;Directed;A parallel multi-objective swarm intelligence framework for Big Data analysis
124;121;Directed;A parallel multi-objective swarm intelligence framework for Big Data analysis
124;122;Directed;A parallel multi-objective swarm intelligence framework for Big Data analysis
126;127;Directed;How Can Big Data Science Transform the Psychological Sciences?
129;128;Directed;A STRATEGIC BIG DATA ANALYTICS FRAMEWORK TO PROVIDE OPPORTUNITIES FOR SMES
129;130;Directed;A STRATEGIC BIG DATA ANALYTICS FRAMEWORK TO PROVIDE OPPORTUNITIES FOR SMES
130;128;Directed;A STRATEGIC BIG DATA ANALYTICS FRAMEWORK TO PROVIDE OPPORTUNITIES FOR SMES
131;132;Directed;Current State and Challenges of Big Data
134;133;Directed;Big Data Analysis, AI, and Visualization Workshop: Road Mapping Infrastructures for Artificial Intelligence Supporting Advanced Visual Big Data Analysis
134;135;Directed;Big Data Analysis, AI, and Visualization Workshop: Road Mapping Infrastructures for Artificial Intelligence Supporting Advanced Visual Big Data Analysis
135;133;Directed;Big Data Analysis, AI, and Visualization Workshop: Road Mapping Infrastructures for Artificial Intelligence Supporting Advanced Visual Big Data Analysis
137;138;Directed;Big data maturity models for the public sector: a review of state and organizational level models
140;139;Directed;How and when do big data investments pay off? The role of marketing affordances and service innovation
141;139;Directed;How and when do big data investments pay off? The role of marketing affordances and service innovation
141;140;Directed;How and when do big data investments pay off? The role of marketing affordances and service innovation
141;142;Directed;How and when do big data investments pay off? The role of marketing affordances and service innovation
142;139;Directed;How and when do big data investments pay off? The role of marketing affordances and service innovation
142;140;Directed;How and when do big data investments pay off? The role of marketing affordances and service innovation
144;143;Directed;On the use of big data frameworks for big service composition
144;145;Directed;On the use of big data frameworks for big service composition
145;143;Directed;On the use of big data frameworks for big service composition
147;146;Directed;Big data audit based on financial sharing service model
147;148;Directed;Big data audit based on financial sharing service model
148;146;Directed;Big data audit based on financial sharing service model
149;150;Directed;Big Data Ethics and Politics: Toward New Understandings
151;152;Directed;Big Data Perspective for Driver/Driving Behavior
152;337;Directed;Conceptual Model Suggestions for Privacy Preserving Big Data Publishing
153;151;Directed;Big Data Perspective for Driver/Driving Behavior
153;152;Directed;Big Data Perspective for Driver/Driving Behavior
154;155;Directed;Big data in systemic sclerosis: Great potential for the future
156;158;Directed;Big Data Service Architecture: A Survey
157;156;Directed;Big Data Service Architecture: A Survey
157;158;Directed;Big Data Service Architecture: A Survey
158;552;Directed;Scalable and Updatable Attribute-based Privacy Protection Scheme for Big Data Publishing
158;553;Directed;Scalable and Updatable Attribute-based Privacy Protection Scheme for Big Data Publishing
158;554;Directed;Scalable and Updatable Attribute-based Privacy Protection Scheme for Big Data Publishing
159;156;Directed;Big Data Service Architecture: A Survey
159;157;Directed;Big Data Service Architecture: A Survey
159;158;Directed;Big Data Service Architecture: A Survey
160;156;Directed;Big Data Service Architecture: A Survey
160;157;Directed;Big Data Service Architecture: A Survey
160;158;Directed;Big Data Service Architecture: A Survey
160;159;Directed;Big Data Service Architecture: A Survey
162;161;Directed;TOTAL ERROR IN A BIG DATA WORLD: ADAPTING THE TSE FRAMEWORK TO BIG DATA
162;163;Directed;TOTAL ERROR IN A BIG DATA WORLD: ADAPTING THE TSE FRAMEWORK TO BIG DATA
163;161;Directed;TOTAL ERROR IN A BIG DATA WORLD: ADAPTING THE TSE FRAMEWORK TO BIG DATA
165;164;Directed;Manufacturing big data ecosystem: A systematic literature review
165;166;Directed;Manufacturing big data ecosystem: A systematic literature review
165;164;Directed;Monitoring and Control of Unstructured Manufacturing Big Data
165;166;Directed;Monitoring and Control of Unstructured Manufacturing Big Data
166;164;Directed;Manufacturing big data ecosystem: A systematic literature review
166;164;Directed;Monitoring and Control of Unstructured Manufacturing Big Data
167;168;Directed;Ocean Big Data Service Technology in a Distributed Network Environment
171;170;Directed;Big Data security and privacy techniques
171;172;Directed;Big Data security and privacy techniques
172;170;Directed;Big Data security and privacy techniques
173;174;Directed;Distributed Data Strategies to Support Large-Scale Data Analysis Across Geo-Distributed Data Centers
175;176;Directed;Big Data and the Little Big Bang: An Epistemological (R)evolution
180;177;Directed;Big data management and environmental performance: role of big data decision-making capabilities and decision-making quality
180;178;Directed;Big data management and environmental performance: role of big data decision-making capabilities and decision-making quality
180;179;Directed;Big data management and environmental performance: role of big data decision-making capabilities and decision-making quality
180;182;Directed;Big data management and environmental performance: role of big data decision-making capabilities and decision-making quality
181;177;Directed;Big data management and environmental performance: role of big data decision-making capabilities and decision-making quality
181;178;Directed;Big data management and environmental performance: role of big data decision-making capabilities and decision-making quality
181;179;Directed;Big data management and environmental performance: role of big data decision-making capabilities and decision-making quality
181;180;Directed;Big data management and environmental performance: role of big data decision-making capabilities and decision-making quality
181;182;Directed;Big data management and environmental performance: role of big data decision-making capabilities and decision-making quality
184;183;Directed;A qualitative study of big data and the opioid epidemic: recommendations for data governance
185;183;Directed;A qualitative study of big data and the opioid epidemic: recommendations for data governance
185;184;Directed;A qualitative study of big data and the opioid epidemic: recommendations for data governance
185;186;Directed;A qualitative study of big data and the opioid epidemic: recommendations for data governance
186;183;Directed;A qualitative study of big data and the opioid epidemic: recommendations for data governance
186;184;Directed;A qualitative study of big data and the opioid epidemic: recommendations for data governance
187;188;Directed;A REVIEW ON THE SIGNIFICANCE OF MACHINE LEARNING FOR DATA ANALYSIS IN BIG DATA
190;189;Directed;Approaches of enhancing interoperations among high performance computing and big data analytics via augmentation
190;191;Directed;Approaches of enhancing interoperations among high performance computing and big data analytics via augmentation
191;189;Directed;Approaches of enhancing interoperations among high performance computing and big data analytics via augmentation
195;193;Directed;The Development of Real-time Large Data Processing Platform Based On Reactive Micro-Service Architecture
195;194;Directed;The Development of Real-time Large Data Processing Platform Based On Reactive Micro-Service Architecture
195;197;Directed;The Development of Real-time Large Data Processing Platform Based On Reactive Micro-Service Architecture
196;193;Directed;The Development of Real-time Large Data Processing Platform Based On Reactive Micro-Service Architecture
196;194;Directed;The Development of Real-time Large Data Processing Platform Based On Reactive Micro-Service Architecture
196;195;Directed;The Development of Real-time Large Data Processing Platform Based On Reactive Micro-Service Architecture
196;197;Directed;The Development of Real-time Large Data Processing Platform Based On Reactive Micro-Service Architecture
199;201;Directed;Big Data Processing Tools Navigation Diagram
200;80;Directed;Big Data Processing Tools Navigation Diagram
200;199;Directed;Big Data Processing Tools Navigation Diagram
200;82;Directed;Big Data Processing Tools Navigation Diagram
200;201;Directed;Big Data Processing Tools Navigation Diagram
204;202;Directed;The revolutionary change of Big Data on intelligent logistics
204;203;Directed;The revolutionary change of Big Data on intelligent logistics
204;206;Directed;The revolutionary change of Big Data on intelligent logistics
205;202;Directed;The revolutionary change of Big Data on intelligent logistics
205;203;Directed;The revolutionary change of Big Data on intelligent logistics
205;204;Directed;The revolutionary change of Big Data on intelligent logistics
205;206;Directed;The revolutionary change of Big Data on intelligent logistics
209;207;Directed;Big data analytics: Computational intelligence techniques and application areas
209;208;Directed;Big data analytics: Computational intelligence techniques and application areas
209;211;Directed;Big data analytics: Computational intelligence techniques and application areas
210;207;Directed;Big data analytics: Computational intelligence techniques and application areas
210;208;Directed;Big data analytics: Computational intelligence techniques and application areas
210;209;Directed;Big data analytics: Computational intelligence techniques and application areas
210;211;Directed;Big data analytics: Computational intelligence techniques and application areas
216;212;Directed;Analysis and exploitation of Geospatial Big Data: State of art
216;213;Directed;Analysis and exploitation of Geospatial Big Data: State of art
216;214;Directed;Analysis and exploitation of Geospatial Big Data: State of art
216;215;Directed;Analysis and exploitation of Geospatial Big Data: State of art
216;218;Directed;Analysis and exploitation of Geospatial Big Data: State of art
217;212;Directed;Analysis and exploitation of Geospatial Big Data: State of art
217;213;Directed;Analysis and exploitation of Geospatial Big Data: State of art
217;214;Directed;Analysis and exploitation of Geospatial Big Data: State of art
217;215;Directed;Analysis and exploitation of Geospatial Big Data: State of art
217;216;Directed;Analysis and exploitation of Geospatial Big Data: State of art
217;218;Directed;Analysis and exploitation of Geospatial Big Data: State of art
220;219;Directed;Current landscape and influence of big data on finance
220;221;Directed;Current landscape and influence of big data on finance
221;219;Directed;Current landscape and influence of big data on finance
222;424;Directed;Big data analytics capability and decision making performance in emerging market firms: The role of contractual and relational governance mechanisms
223;424;Directed;Big data analytics capability and decision making performance in emerging market firms: The role of contractual and relational governance mechanisms
224;222;Directed;Connecting big data management capabilities with employee ambidexterity in Chinese multinational enterprises through the mediation of big data value creation at the employee level
224;223;Directed;Connecting big data management capabilities with employee ambidexterity in Chinese multinational enterprises through the mediation of big data value creation at the employee level
224;225;Directed;Connecting big data management capabilities with employee ambidexterity in Chinese multinational enterprises through the mediation of big data value creation at the employee level
225;222;Directed;Connecting big data management capabilities with employee ambidexterity in Chinese multinational enterprises through the mediation of big data value creation at the employee level
225;223;Directed;Connecting big data management capabilities with employee ambidexterity in Chinese multinational enterprises through the mediation of big data value creation at the employee level
225;224;Directed;Connecting big data management capabilities with employee ambidexterity in Chinese multinational enterprises through the mediation of big data value creation at the employee level
228;227;Directed;Research challenges and opportunities for using big data in global change biology
228;229;Directed;Research challenges and opportunities for using big data in global change biology
229;227;Directed;Research challenges and opportunities for using big data in global change biology
232;231;Directed;Challenge and Countermeasure of Big Data to Army Information Security
232;233;Directed;Challenge and Countermeasure of Big Data to Army Information Security
233;231;Directed;Challenge and Countermeasure of Big Data to Army Information Security
235;234;Directed;A Big Data Provenance Model for Data Security Supervision Based on PROV-DM Model
235;236;Directed;A Big Data Provenance Model for Data Security Supervision Based on PROV-DM Model
236;234;Directed;A Big Data Provenance Model for Data Security Supervision Based on PROV-DM Model
239;240;Directed;Overcoming Resistance to Big Data and Operational Changes Through Interactive Data Visualization
242;241;Directed;Big Data Trust Evaluation Based on D-S Evidence Theory and PageRank Model
243;241;Directed;Big Data Trust Evaluation Based on D-S Evidence Theory and PageRank Model
243;242;Directed;Big Data Trust Evaluation Based on D-S Evidence Theory and PageRank Model
243;244;Directed;Big Data Trust Evaluation Based on D-S Evidence Theory and PageRank Model
244;241;Directed;Big Data Trust Evaluation Based on D-S Evidence Theory and PageRank Model
244;242;Directed;Big Data Trust Evaluation Based on D-S Evidence Theory and PageRank Model
245;246;Directed;Large Scale Fault Data Analysis and OSS Reliability Assessment Based on Quantification Method of the First Type
247;248;Directed;Applying Big Data Technology to University Libraries: A Perspective Based on Service Context
250;249;Directed;Video Big Data Analytics in the Cloud: A Reference Architecture, Survey, Opportunities, and Open Research Issues
250;251;Directed;Video Big Data Analytics in the Cloud: A Reference Architecture, Survey, Opportunities, and Open Research Issues
251;249;Directed;Video Big Data Analytics in the Cloud: A Reference Architecture, Survey, Opportunities, and Open Research Issues
255;252;Directed;Latest Advances in Interent Of Things and Big Data with Requirments and Taxonomy
255;253;Directed;Latest Advances in Interent Of Things and Big Data with Requirments and Taxonomy
255;254;Directed;Latest Advances in Interent Of Things and Big Data with Requirments and Taxonomy
255;257;Directed;Latest Advances in Interent Of Things and Big Data with Requirments and Taxonomy
256;252;Directed;Latest Advances in Interent Of Things and Big Data with Requirments and Taxonomy
256;253;Directed;Latest Advances in Interent Of Things and Big Data with Requirments and Taxonomy
256;254;Directed;Latest Advances in Interent Of Things and Big Data with Requirments and Taxonomy
256;255;Directed;Latest Advances in Interent Of Things and Big Data with Requirments and Taxonomy
256;257;Directed;Latest Advances in Interent Of Things and Big Data with Requirments and Taxonomy
261;258;Directed;Urban big data fusion based on deep learning: An overview
261;259;Directed;Urban big data fusion based on deep learning: An overview
261;260;Directed;Urban big data fusion based on deep learning: An overview
261;263;Directed;Urban big data fusion based on deep learning: An overview
262;258;Directed;Urban big data fusion based on deep learning: An overview
262;259;Directed;Urban big data fusion based on deep learning: An overview
262;260;Directed;Urban big data fusion based on deep learning: An overview
262;261;Directed;Urban big data fusion based on deep learning: An overview
262;263;Directed;Urban big data fusion based on deep learning: An overview
265;264;Directed;Security and Privacy in Big Data Life Cycle: A Survey and Open Challenges
265;266;Directed;Security and Privacy in Big Data Life Cycle: A Survey and Open Challenges
266;264;Directed;Security and Privacy in Big Data Life Cycle: A Survey and Open Challenges
268;267;Directed;The Organizational Challenges of Big Data
268;269;Directed;The Organizational Challenges of Big Data
269;267;Directed;The Organizational Challenges of Big Data
270;271;Directed;Framing Policy Visions of Big Data in Emerging States
272;273;Directed;Impacts on environmental quality and required environmental regulation adjustments: A perspective of directed technical change driven by big data
273;360;Directed;BIM Big Data Storage in WebVRGIS
273;361;Directed;BIM Big Data Storage in WebVRGIS
274;272;Directed;Impacts on environmental quality and required environmental regulation adjustments: A perspective of directed technical change driven by big data
274;273;Directed;Impacts on environmental quality and required environmental regulation adjustments: A perspective of directed technical change driven by big data
276;275;Directed;Alignment capabilities of big data's value creation in the context of service delivery processes
276;277;Directed;Alignment capabilities of big data's value creation in the context of service delivery processes
277;275;Directed;Alignment capabilities of big data's value creation in the context of service delivery processes
278;279;Directed;CBDR: An efficient storage repository for cultural big data
280;281;Directed;A review of systematic evaluation and improvement in the big data environment
283;282;Directed;Research on the clustering algorithm of ocean big data based on self-organizing neural network
283;284;Directed;Research on the clustering algorithm of ocean big data based on self-organizing neural network
284;282;Directed;Research on the clustering algorithm of ocean big data based on self-organizing neural network
286;285;Directed;Big Educational Data & Analytics: Survey, Architecture and Challenges
286;287;Directed;Big Educational Data & Analytics: Survey, Architecture and Challenges
287;285;Directed;Big Educational Data & Analytics: Survey, Architecture and Challenges
290;288;Directed;Big data in biology: The hope and present-day challenges in it
290;289;Directed;Big data in biology: The hope and present-day challenges in it
290;292;Directed;Big data in biology: The hope and present-day challenges in it
291;288;Directed;Big data in biology: The hope and present-day challenges in it
291;289;Directed;Big data in biology: The hope and present-day challenges in it
291;290;Directed;Big data in biology: The hope and present-day challenges in it
291;292;Directed;Big data in biology: The hope and present-day challenges in it
297;293;Directed;Big Data in Ophthalmology
297;294;Directed;Big Data in Ophthalmology
297;295;Directed;Big Data in Ophthalmology
297;296;Directed;Big Data in Ophthalmology
297;299;Directed;Big Data in Ophthalmology
298;293;Directed;Big Data in Ophthalmology
298;294;Directed;Big Data in Ophthalmology
298;295;Directed;Big Data in Ophthalmology
298;296;Directed;Big Data in Ophthalmology
298;297;Directed;Big Data in Ophthalmology
298;299;Directed;Big Data in Ophthalmology
300;301;Directed;Big Data Analytics Correlation Taxonomy
